a_idx,date,amount,holding_party_id,counter_party_id,holding_party_country,counter_party_country,tx_type,hour,day_of_week,month,explanation,transaction_anomaly_score
6644540,2019-10-01 01:55:53,52.0,365,179562,DE,US,credit,1,1,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.02228006838292118
8579572,2019-10-29 01:57:38,52.0,365,277054,DE,US,credit,1,1,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.02228006838292118
12370837,2019-12-26 02:24:46,600.0,365,236190,DE,CH,credit,2,3,12,"transaction at unusual hour (2:00), unusual amount ($600), rare counter party country",-0.022201369332291554
12370839,2019-12-26 02:24:46,600.0,365,236190,DE,CH,credit,2,3,12,"transaction at unusual hour (2:00), unusual amount ($600), rare counter party country",-0.022201369332291554
8231321,2019-10-25 01:36:02,104.0,365,276978,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.022152916555179814
8447752,2019-10-27 00:11:05,260.0,365,229264,DE,AT,credit,0,6,10,"unusual time of day (0:00), rare counter party country, unusual amount ($260)",-0.022044832000618464
8447789,2019-10-27 00:13:54,260.0,365,229264,DE,AT,credit,0,6,10,"unusual time of day (0:00), rare counter party country, unusual amount ($260)",-0.022044832000618464
8447750,2019-10-27 00:11:05,260.0,365,229264,DE,AT,credit,0,6,10,"unusual time of day (0:00), rare counter party country, unusual amount ($260)",-0.022044832000618464
2561546,2019-08-03 22:24:57,591.0,365,332879,DE,SA,credit,22,5,8,"unusual amount ($591), rare counter party country, transaction at unusual hour (22:00)",-0.02187957151690889
14317121,2020-01-28 10:45:46,670.5,365,234407,DE,BE,credit,10,1,1,"unusual amount ($670), unusual activity in month 1, rare counter party country",-0.021872232274098735
11184920,2019-12-08 19:14:39,780.0,365,281482,DE,LU,credit,19,6,12,"unusual amount ($780), rare counter party country, transaction on Sunday",-0.021859657306058544
16048790,2020-02-24 13:00:23,825.0,365,290206,DE,CH,credit,13,0,2,"unusual amount ($825), unusual activity in month 2, transaction on Monday",-0.021772680565812386
4661629,2019-09-01 02:15:22,104.0,365,218379,DE,US,credit,2,6,9,"transaction at unusual hour (2:00), rare counter party country, transaction on Sunday",-0.02157716629301354
6583867,2019-09-30 00:06:32,104.0,365,183454,DE,US,credit,0,0,9,"rare counter party country, unusual time of day (0:00), transaction on Monday",-0.021556224539614477
2983484,2019-08-09 14:51:24,794.5,365,184535,DE,SA,credit,14,4,8,"unusual amount ($794), rare counter party country, unusual transaction type (credit/debit)",-0.021489667995102102
3328133,2019-08-14 01:37:57,208.0,365,287096,DE,TW,credit,1,2,8,"transaction at unusual hour (1:00), rare counter party country, unusual activity in month 8",-0.021404728574558773
3328135,2019-08-14 01:37:57,208.0,365,287096,DE,TW,credit,1,2,8,"transaction at unusual hour (1:00), rare counter party country, unusual activity in month 8",-0.021404728574558773
2008644,2019-07-28 08:13:07,461.5,365,186626,DE,NL,credit,8,6,7,"rare counter party country, unusual amount ($462), transaction on Sunday",-0.021043805495327805
7299200,2019-10-11 01:23:20,52.0,365,231323,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.020929013685230924
7299204,2019-10-11 01:24:56,52.0,365,231323,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.020929013685230924
8231315,2019-10-25 01:32:39,52.0,365,276972,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.020929013685230924
7299207,2019-10-11 01:26:36,52.0,365,231323,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.020929013685230924
8231313,2019-10-25 01:32:39,52.0,365,276972,DE,US,credit,1,4,10,"rare counter party country, transaction at unusual hour (1:00), unusual activity in month 10",-0.020929013685230924
12210168,2019-12-23 02:33:18,459.5,365,158101,DE,CH,credit,2,0,12,"transaction at unusual hour (2:00), unusual amount ($460), transaction on Monday",-0.020879560647028228
7001344,2019-10-06 12:51:00,561.0,365,97216,DE,US,credit,12,6,10,"rare counter party country, unusual amount ($561), transaction on Sunday",-0.020876908511847314
7001342,2019-10-06 12:51:00,561.0,365,97216,DE,US,credit,12,6,10,"rare counter party country, unusual amount ($561), transaction on Sunday",-0.020876908511847314
8359396,2019-10-26 02:40:54,141.0,365,276968,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.020849896564080095
6583878,2019-09-30 00:07:57,52.0,365,183454,DE,US,credit,0,0,9,"unusual time of day (0:00), rare counter party country, transaction on Monday",-0.02079030264909576
6584080,2019-09-30 00:37:04,52.0,365,179371,DE,US,credit,0,0,9,"unusual time of day (0:00), rare counter party country, transaction on Monday",-0.02079030264909576
6583881,2019-09-30 00:08:20,52.0,365,96603,DE,US,credit,0,0,9,"unusual time of day (0:00), rare counter party country, transaction on Monday",-0.02079030264909576
6584024,2019-09-30 00:26:47,52.0,365,179555,DE,US,credit,0,0,9,"unusual time of day (0:00), rare counter party country, transaction on Monday",-0.02079030264909576
11556271,2019-12-15 03:14:00,141.0,365,276909,DE,US,credit,3,6,12,"rare counter party country, transaction at unusual hour (3:00), transaction on Sunday",-0.02068070985679482
11556269,2019-12-15 03:14:00,141.0,365,276909,DE,US,credit,3,6,12,"rare counter party country, transaction at unusual hour (3:00), transaction on Sunday",-0.02068070985679482
2042326,2019-07-28 16:47:09,575.0,365,217551,DE,NL,credit,16,6,7,"unusual amount ($575), rare counter party country, transaction on Sunday",-0.020471871912196904
2042103,2019-07-28 16:41:33,561.0,365,217966,DE,NL,credit,16,6,7,"unusual amount ($561), rare counter party country, transaction on Sunday",-0.020471871912196904
2042100,2019-07-28 16:41:33,561.0,365,217966,DE,NL,credit,16,6,7,"unusual amount ($561), rare counter party country, transaction on Sunday",-0.020471871912196904
1470646,2019-07-20 21:14:27,520.0,365,341701,DE,US,credit,21,5,7,"unusual amount ($520), rare counter party country, unusual transaction type (credit/debit)",-0.020469617935292783
1470648,2019-07-20 21:14:27,520.0,365,341701,DE,US,credit,21,5,7,"unusual amount ($520), rare counter party country, unusual transaction type (credit/debit)",-0.020469617935292783
14864526,2020-02-06 09:46:13,1003.5,365,342032,DE,DE,credit,9,3,2,"unusual amount ($1,004), unusual activity in month 2, rare counter party country",-0.020333333068495718
16241419,2020-02-27 13:57:15,954.0,365,338309,DE,BE,credit,13,3,2,"unusual amount ($954), unusual activity in month 2, rare counter party country",-0.020282907735576505
16241421,2020-02-27 13:57:15,954.0,365,338309,DE,BE,credit,13,3,2,"unusual amount ($954), unusual activity in month 2, rare counter party country",-0.020282907735576505
4662734,2019-09-01 07:51:24,451.5,365,280141,DE,RO,credit,7,6,9,"rare counter party country, unusual amount ($452), unusual time of day (7:00)",-0.020247341053294954
4662736,2019-09-01 07:51:24,451.5,365,280141,DE,RO,credit,7,6,9,"rare counter party country, unusual amount ($452), unusual time of day (7:00)",-0.020247341053294954
12836501,2020-01-02 00:41:36,368.5,365,125123,DE,FR,credit,0,3,1,"unusual time of day (0:00), unusual activity in month 1, unusual amount ($368)",-0.02000860004702243
12836499,2020-01-02 00:41:36,368.5,365,125123,DE,FR,credit,0,3,1,"unusual time of day (0:00), unusual activity in month 1, unusual amount ($368)",-0.02000860004702243
8359511,2019-10-26 02:58:28,94.0,365,277011,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.019954141261515734
8359423,2019-10-26 02:44:36,94.0,365,276968,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.019954141261515734
8359443,2019-10-26 02:47:40,94.0,365,276999,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.019954141261515734
6528141,2019-09-29 08:04:27,492.5,365,180375,DE,SG,credit,8,6,9,"rare counter party country, unusual amount ($492), transaction on Sunday",-0.019912652070935954
14392421,2020-01-29 14:54:08,894.0,365,323562,DE,CH,credit,14,2,1,"unusual amount ($894), unusual activity in month 1, rare counter party country",-0.019763561749579606
14392423,2020-01-29 14:54:08,894.0,365,323562,DE,CH,credit,14,2,1,"unusual amount ($894), unusual activity in month 1, rare counter party country",-0.019763561749579606
4306347,2019-08-27 04:18:54,208.0,365,223351,DE,UA,credit,4,1,8,"rare counter party country, transaction at unusual hour (4:00), unusual amount ($208)",-0.019655372288386763
4306349,2019-08-27 04:18:54,208.0,365,223351,DE,UA,credit,4,1,8,"rare counter party country, transaction at unusual hour (4:00), unusual amount ($208)",-0.019655372288386763
15538900,2020-02-16 20:06:20,380.0,365,188802,DE,NL,credit,20,6,2,"rare counter party country, unusual activity in month 2, unusual amount ($380)",-0.019289302971084554
3138587,2019-08-11 13:43:42,593.0,365,248787,DE,RO,credit,13,6,8,"unusual amount ($593), rare counter party country, transaction on Sunday",-0.019247888964990634
6794057,2019-10-04 00:02:19,52.0,365,179377,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
6794123,2019-10-04 00:13:02,52.0,365,179379,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
6794127,2019-10-04 00:13:19,52.0,365,179376,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
6794377,2019-10-04 00:44:34,52.0,365,179378,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
6794379,2019-10-04 00:44:34,52.0,365,179378,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
6794055,2019-10-04 00:02:19,52.0,365,179377,DE,US,credit,0,4,10,"unusual time of day (0:00), rare counter party country, unusual activity in month 10",-0.019191904805365034
8359174,2019-10-26 02:12:58,104.0,365,276985,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.019086317448175794
8359176,2019-10-26 02:12:58,104.0,365,276985,DE,US,credit,2,5,10,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 10",-0.019086317448175794
1485689,2019-07-21 09:42:21,484.5,365,285097,DE,SE,credit,9,6,7,"rare counter party country, unusual amount ($484), transaction on Sunday",-0.019007818650189523
1485687,2019-07-21 09:42:21,484.5,365,285097,DE,SE,credit,9,6,7,"rare counter party country, unusual amount ($484), transaction on Sunday",-0.019007818650189523
10765404,2019-12-02 10:02:48,710.0,365,263743,DE,AT,credit,10,0,12,"unusual amount ($710), rare counter party country, transaction on Monday",-0.01900462161138028
2143331,2019-07-29 23:00:56,661.0,365,280205,DE,HU,credit,23,0,7,"unusual amount ($661), transaction at unusual hour (23:00), rare counter party country",-0.018999156897558933
2143329,2019-07-29 23:00:56,661.0,365,280205,DE,HU,credit,23,0,7,"unusual amount ($661), transaction at unusual hour (23:00), rare counter party country",-0.018999156897558933
18477,2019-06-30 13:49:03,975.0,365,193259,DE,DE,credit,13,6,6,"unusual amount ($975), unusual activity in month 6, transaction on Sunday",-0.018752400331988328
18475,2019-06-30 13:49:03,975.0,365,193259,DE,DE,credit,13,6,6,"unusual amount ($975), unusual activity in month 6, transaction on Sunday",-0.018752400331988328
1228638,2019-07-18 03:59:58,197.0,365,249366,DE,RU,credit,3,3,7,"rare counter party country, transaction at unusual hour (3:00), unusual activity in month 7",-0.01874288410908631
1228637,2019-07-18 03:59:56,197.0,365,91676,DE,RU,credit,3,3,7,"rare counter party country, transaction at unusual hour (3:00), unusual activity in month 7",-0.01874288410908631
7749971,2019-10-18 00:09:03,773.0,365,328060,DE,CH,credit,0,4,10,"unusual amount ($773), unusual time of day (0:00), unusual activity in month 10",-0.018717704071145813
13630710,2020-01-17 00:43:25,356.5,365,137115,DE,FR,credit,0,4,1,"unusual time of day (0:00), unusual activity in month 1, unusual amount ($356)",-0.018698731245891942
13630708,2020-01-17 00:43:25,356.5,365,137115,DE,FR,credit,0,4,1,"unusual time of day (0:00), unusual activity in month 1, unusual amount ($356)",-0.018698731245891942
15871332,2020-02-21 23:57:52,294.0,365,338317,DE,PT,credit,23,4,2,"rare counter party country, unusual activity in month 2, transaction at unusual hour (23:00)",-0.01869356951582224
15871334,2020-02-21 23:57:52,294.0,365,338317,DE,PT,credit,23,4,2,"rare counter party country, unusual activity in month 2, transaction at unusual hour (23:00)",-0.01869356951582224
1626836,2019-07-23 10:45:53,590.0,365,179437,DE,US,credit,10,1,7,"unusual amount ($590), rare counter party country, unusual transaction type (credit/debit)",-0.018600951349550865
4439356,2019-08-29 00:08:47,260.0,365,218384,DE,US,credit,0,3,8,"unusual time of day (0:00), rare counter party country, unusual amount ($260)",-0.0185834962283552
4439363,2019-08-29 00:10:28,260.0,365,218384,DE,US,credit,0,3,8,"unusual time of day (0:00), rare counter party country, unusual amount ($260)",-0.0185834962283552
11895335,2019-12-19 04:28:55,94.0,365,185501,DE,US,credit,4,3,12,"rare counter party country, transaction at unusual hour (4:00), unusual activity in month 12",-0.01851363991077626
11895329,2019-12-19 04:16:29,94.0,365,185507,DE,US,credit,4,3,12,"rare counter party country, transaction at unusual hour (4:00), unusual activity in month 12",-0.01851363991077626
13092719,2020-01-05 15:48:30,380.0,365,186006,DE,NL,credit,15,6,1,"rare counter party country, unusual activity in month 1, unusual amount ($380)",-0.01835662602035404
524164,2019-07-08 00:34:23,207.5,365,336749,DE,AR,credit,0,0,7,"unusual time of day (0:00), rare counter party country, transaction on Monday",-0.018315778363491964
10599706,2019-11-30 02:52:27,219.5,365,336894,DE,RU,credit,2,5,11,"transaction at unusual hour (2:00), rare counter party country, unusual amount ($220)",-0.018303566491564505
10599708,2019-11-30 02:52:27,219.5,365,336894,DE,RU,credit,2,5,11,"transaction at unusual hour (2:00), rare counter party country, unusual amount ($220)",-0.018303566491564505
1153896,2019-07-16 23:07:34,630.0,365,266532,DE,NL,credit,23,1,7,"unusual amount ($630), rare counter party country, transaction at unusual hour (23:00)",-0.018290320336204924
1153894,2019-07-16 23:07:34,630.0,365,266532,DE,NL,credit,23,1,7,"unusual amount ($630), rare counter party country, transaction at unusual hour (23:00)",-0.018290320336204924
1153844,2019-07-16 23:04:16,630.0,365,266554,DE,NL,credit,23,1,7,"unusual amount ($630), rare counter party country, transaction at unusual hour (23:00)",-0.018290320336204924
8357900,2019-10-26 00:17:12,94.0,365,277006,DE,US,credit,0,5,10,"rare counter party country, unusual time of day (0:00), unusual activity in month 10",-0.01821966715610035
8357898,2019-10-26 00:17:12,94.0,365,277006,DE,US,credit,0,5,10,"rare counter party country, unusual time of day (0:00), unusual activity in month 10",-0.01821966715610035
310479,2019-07-05 00:32:33,215.0,365,96777,DE,SA,credit,0,4,7,"unusual time of day (0:00), rare counter party country, unusual amount ($215)",-0.018179575319890673
310477,2019-07-05 00:32:33,215.0,365,96777,DE,SA,credit,0,4,7,"unusual time of day (0:00), rare counter party country, unusual amount ($215)",-0.018179575319890673
1506515,2019-07-21 14:20:56,591.0,365,217677,DE,NL,credit,14,6,7,"unusual amount ($591), rare counter party country, transaction on Sunday",-0.01814736644323267
1506517,2019-07-21 14:20:56,591.0,365,217677,DE,NL,credit,14,6,7,"unusual amount ($591), rare counter party country, transaction on Sunday",-0.01814736644323267
6844820,2019-10-05 06:55:28,802.0,365,338234,DE,BE,credit,6,5,10,"unusual amount ($802), transaction at unusual hour (6:00), rare counter party country",-0.018124548522772455
6844822,2019-10-05 06:55:28,802.0,365,338234,DE,BE,credit,6,5,10,"unusual amount ($802), transaction at unusual hour (6:00), rare counter party country",-0.018124548522772455
11399376,2019-12-11 22:51:30,1200.0,365,308512,DE,DE,credit,22,2,12,"unusual amount ($1,200), transaction at unusual hour (22:00), rare counter party country",-0.01802062068263921
10242855,2019-11-24 03:47:31,306.0,365,190261,DE,AU,credit,3,6,11,"transaction at unusual hour (3:00), rare counter party country, unusual amount ($306)",-0.017993539583007867
15853324,2020-02-21 09:34:08,923.5,365,342019,DE,DE,credit,9,4,2,"unusual amount ($924), unusual activity in month 2, rare counter party country",-0.017935669193104298
15853322,2020-02-21 09:34:08,923.5,365,342019,DE,DE,credit,9,4,2,"unusual amount ($924), unusual activity in month 2, rare counter party country",-0.017935669193104298
4583478,2019-08-31 02:44:42,208.0,365,218377,DE,US,credit,2,5,8,"transaction at unusual hour (2:00), rare counter party country, unusual activity in month 8",-0.017914135170380097
4583473,2019-08-31 02:44:01,208.0,365,218376,DE,US,credit,2,5,8,"transaction at unusual hour (2:00), rare counter party country, unusual activity in month 8",-0.017914135170380097
15830065,2020-02-22 04:59:32,117.5,365,178784,DE,US,credit,4,5,2,"rare counter party country, transaction at unusual hour (4:00), unusual activity in month 2",-0.017898329348625452
15830067,2020-02-22 04:59:32,117.5,365,178784,DE,US,credit,4,5,2,"rare counter party country, transaction at unusual hour (4:00), unusual activity in month 2",-0.017898329348625452
8041473,2019-10-21 22:20:27,743.0,365,217657,DE,NL,credit,22,0,10,"unusual amount ($743), rare counter party country, unusual activity in month 10",-0.017675054928406597
8041471,2019-10-21 22:20:27,743.0,365,217657,DE,NL,credit,22,0,10,"unusual amount ($743), rare counter party country, unusual activity in month 10",-0.017675054928406597
12597020,2019-12-29 02:27:23,80.0,365,230137,DE,AT,credit,2,6,12,"transaction at unusual hour (2:00), rare counter party country, transaction on Sunday",-0.01763998707332315
727472,2019-07-11 00:28:21,534.5,365,190107,DE,BR,credit,0,3,7,"unusual time of day (0:00), unusual amount ($534), transaction on Thursday",-0.017630679051384712
727470,2019-07-11 00:28:21,534.5,365,190107,DE,BR,credit,0,3,7,"unusual time of day (0:00), unusual amount ($534), transaction on Thursday",-0.017630679051384712
7297034,2019-10-10 22:26:30,760.0,365,188870,DE,NL,credit,22,3,10,"unusual amount ($760), rare counter party country, transaction at unusual hour (22:00)",-0.01740339037591032
7297032,2019-10-10 22:26:30,760.0,365,188870,DE,NL,credit,22,3,10,"unusual amount ($760), rare counter party country, transaction at unusual hour (22:00)",-0.01740339037591032
8357843,2019-10-26 00:14:50,104.0,365,277023,DE,US,credit,0,5,10,"rare counter party country, unusual time of day (0:00), unusual activity in month 10",-0.01735418879838635
8357845,2019-10-26 00:14:50,104.0,365,277023,DE,US,credit,0,5,10,"rare counter party country, unusual time of day (0:00), unusual activity in month 10",-0.01735418879838635
10765724,2019-12-02 10:12:37,692.0,365,263743,DE,AT,credit,10,0,12,"unusual amount ($692), rare counter party country, transaction on Monday",-0.01727271375981876
10765722,2019-12-02 10:12:37,692.0,365,263743,DE,AT,credit,10,0,12,"unusual amount ($692), rare counter party country, transaction on Monday",-0.01727271375981876
16007252,2020-02-23 19:51:23,398.0,365,186414,DE,NL,credit,19,6,2,"rare counter party country, unusual activity in month 2, unusual amount ($398)",-0.017248928394944185
4371830,2019-08-28 00:28:54,208.0,365,341704,DE,US,credit,0,2,8,"unusual time of day (0:00), rare counter party country, unusual activity in month 8",-0.017067547513898274
4371828,2019-08-28 00:28:54,208.0,365,341704,DE,US,credit,0,2,8,"unusual time of day (0:00), rare counter party country, unusual activity in month 8",-0.017067547513898274
15209895,2020-02-11 15:19:48,903.5,365,337728,DE,DE,credit,15,1,2,"unusual amount ($904), unusual activity in month 2, rare counter party country",-0.01701481313420028
15209893,2020-02-11 15:19:48,903.5,365,337728,DE,DE,credit,15,1,2,"unusual amount ($904), unusual activity in month 2, rare counter party country",-0.01701481313420028
9460461,2019-11-11 10:59:02,953.5,365,335369,DE,DE,credit,10,0,11,"unusual amount ($954), transaction on Monday, rare counter party country",-0.016978559293687856
9460459,2019-11-11 10:59:02,953.5,365,335369,DE,DE,credit,10,0,11,"unusual amount ($954), transaction on Monday, rare counter party country",-0.016978559293687856
14533545,2020-01-31 11:26:02,1003.5,365,290262,DE,CH,credit,11,4,1,"unusual amount ($1,004), unusual activity in month 1, rare counter party country",-0.016948397234678447
10755010,2019-12-02 22:48:37,459.0,365,336907,DE,RU,credit,22,0,12,"rare counter party country, unusual amount ($459), transaction on Monday",-0.016895814941406018
10755008,2019-12-02 22:48:37,459.0,365,336907,DE,RU,credit,22,0,12,"rare counter party country, unusual amount ($459), transaction on Monday",-0.016895814941406018
10754762,2019-12-02 22:34:45,459.0,365,336907,DE,RU,credit,22,0,12,"rare counter party country, unusual amount ($459), transaction on Monday",-0.016895814941406018
10754760,2019-12-02 22:34:45,459.0,365,336907,DE,RU,credit,22,0,12,"rare counter party country, unusual amount ($459), transaction on Monday",-0.016895814941406018
3666840,2019-08-18 00:36:35,252.0,365,228051,DE,AT,credit,0,6,8,"unusual time of day (0:00), rare counter party country, unusual amount ($252)",-0.01667759687979753
5409734,2019-09-13 02:26:21,104.0,365,96642,DE,US,credit,2,4,9,"transaction at unusual hour (2:00), rare counter party country, unusual activity in month 9",-0.016665537580723644
5409736,2019-09-13 02:26:21,104.0,365,96642,DE,US,credit,2,4,9,"transaction at unusual hour (2:00), rare counter party country, unusual activity in month 9",-0.016665537580723644
12815462,2020-01-01 21:51:47,1140.0,365,152469,DE,CH,credit,21,2,1,"unusual amount ($1,140), unusual activity in month 1, rare counter party country",-0.016607760183424358
12815464,2020-01-01 21:51:47,1140.0,365,152469,DE,CH,credit,21,2,1,"unusual amount ($1,140), unusual activity in month 1, rare counter party country",-0.016607760183424358
4089151,2019-08-23 21:14:32,655.5,365,186468,DE,NL,credit,21,4,8,"unusual amount ($656), rare counter party country, unusual activity in month 8",-0.016597905675133195
4089153,2019-08-23 21:14:32,655.5,365,186468,DE,NL,credit,21,4,8,"unusual amount ($656), rare counter party country, unusual activity in month 8",-0.016597905675133195
12313230,2019-12-24 00:31:01,141.0,365,183248,DE,PT,credit,0,1,12,"unusual time of day (0:00), rare counter party country, unusual activity in month 12",-0.01639933358823009
15325442,2020-02-13 11:07:16,678.5,365,249694,DE,AT,credit,11,3,2,"unusual amount ($678), rare counter party country, unusual activity in month 2",-0.01632579340726137
15325440,2020-02-13 11:07:16,678.5,365,249694,DE,AT,credit,11,3,2,"unusual amount ($678), rare counter party country, unusual activity in month 2",-0.01632579340726137
13750154,2020-01-18 20:26:05,840.0,365,161204,DE,CH,credit,20,5,1,"unusual amount ($840), unusual activity in month 1, rare counter party country",-0.016312076417560162
5959445,2019-09-21 00:46:37,692.0,365,235442,DE,CH,credit,0,5,9,"unusual amount ($692), unusual time of day (0:00), unusual activity in month 9",-0.01622645693969016
6436211,2019-09-28 02:12:37,208.0,365,96605,DE,US,credit,2,5,9,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 9",-0.01613408661096749
6436138,2019-09-28 02:04:01,208.0,365,96605,DE,US,credit,2,5,9,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 9",-0.01613408661096749
6436134,2019-09-28 02:03:24,208.0,365,96605,DE,US,credit,2,5,9,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 9",-0.01613408661096749
6436132,2019-09-28 02:03:24,208.0,365,96605,DE,US,credit,2,5,9,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 9",-0.01613408661096749
6436213,2019-09-28 02:12:37,208.0,365,96605,DE,US,credit,2,5,9,"rare counter party country, transaction at unusual hour (2:00), unusual activity in month 9",-0.01613408661096749
10241855,2019-11-24 01:26:56,86.0,365,341285,DE,PL,credit,1,6,11,"transaction at unusual hour (1:00), rare counter party country, transaction on Sunday",-0.016091902647630163
10241819,2019-11-24 01:23:04,86.0,365,341286,DE,PL,credit,1,6,11,"transaction at unusual hour (1:00), rare counter party country, transaction on Sunday",-0.016091902647630163
5409653,2019-09-13 01:47:50,104.0,365,179375,DE,US,credit,1,4,9,"transaction at unusual hour (1:00), rare counter party country, unusual activity in month 9",-0.01580216080639152
3431310,2019-08-15 12:40:39,687.5,365,267750,DE,RU,credit,12,3,8,"unusual amount ($688), rare counter party country, unusual transaction type (credit/debit)",-0.015698398252734003
5111243,2019-09-08 00:17:02,111.0,365,183331,DE,SA,credit,0,6,9,"unusual time of day (0:00), rare counter party country, transaction on Sunday",-0.01569056723527118
5111240,2019-09-08 00:17:02,111.0,365,183331,DE,SA,credit,0,6,9,"unusual time of day (0:00), rare counter party country, transaction on Sunday",-0.01569056723527118
14620720,2020-02-01 10:11:38,938.5,365,321539,DE,CH,credit,10,5,2,"unusual amount ($938), unusual activity in month 2, rare counter party country",-0.01568836955347963
14620718,2020-02-01 10:11:38,938.5,365,321539,DE,CH,credit,10,5,2,"unusual amount ($938), unusual activity in month 2, rare counter party country",-0.01568836955347963
13172342,2020-01-07 23:22:07,94.0,365,276961,DE,US,credit,23,1,1,"rare counter party country, unusual activity in month 1, transaction at unusual hour (23:00)",-0.01561436848027642
13172344,2020-01-07 23:22:07,94.0,365,276961,DE,US,credit,23,1,1,"rare counter party country, unusual activity in month 1, transaction at unusual hour (23:00)",-0.01561436848027642
13172350,2020-01-07 23:22:56,94.0,365,276961,DE,US,credit,23,1,1,"rare counter party country, unusual activity in month 1, transaction at unusual hour (23:00)",-0.01561436848027642
2066717,2019-07-29 05:10:19,213.0,365,217056,DE,TW,credit,5,0,7,"rare counter party country, transaction at unusual hour (5:00), transaction on Monday",-0.015547597454837803
11424,2019-06-30 12:06:57,408.0,365,218063,DE,NL,credit,12,6,6,"rare counter party country, unusual amount ($408), unusual activity in month 6",-0.015535730740190656
468681,2019-07-07 05:21:17,477.5,365,96755,DE,AE,credit,5,6,7,"transaction at unusual hour (5:00), unusual amount ($478), rare counter party country",-0.015518150551621424
3154891,2019-08-11 17:03:52,506.5,365,266786,DE,PL,credit,17,6,8,"unusual amount ($506), rare counter party country, transaction on Sunday",-0.015117126595638797
3154889,2019-08-11 17:03:52,506.5,365,266786,DE,PL,credit,17,6,8,"unusual amount ($506), rare counter party country, transaction on Sunday",-0.015117126595638797
2648433,2019-08-05 12:36:42,793.0,365,186391,DE,NL,credit,12,0,8,"unusual amount ($793), rare counter party country, transaction on Monday",-0.015053063292734259
1615734,2019-07-23 00:14:37,197.0,365,186384,DE,NL,credit,0,1,7,"unusual time of day (0:00), rare counter party country, unusual amount ($197)",-0.01504011428903751
1615736,2019-07-23 00:14:37,197.0,365,186384,DE,NL,credit,0,1,7,"unusual time of day (0:00), rare counter party country, unusual amount ($197)",-0.01504011428903751
13260141,2020-01-09 09:10:28,380.0,365,186416,DE,NL,credit,9,3,1,"rare counter party country, unusual activity in month 1, unusual amount ($380)",-0.015018349600636416
13260139,2020-01-09 09:10:28,380.0,365,186416,DE,NL,credit,9,3,1,"rare counter party country, unusual activity in month 1, unusual amount ($380)",-0.015018349600636416
16166456,2020-02-26 12:44:35,472.5,365,338022,DE,RU,credit,12,2,2,"rare counter party country, unusual amount ($472), unusual activity in month 2",-0.014896724884630785
16166453,2020-02-26 12:44:35,472.5,365,338022,DE,RU,credit,12,2,2,"rare counter party country, unusual amount ($472), unusual activity in month 2",-0.014896724884630785
3114445,2019-08-11 00:04:38,200.5,365,183170,DE,PT,credit,0,6,8,"unusual time of day (0:00), rare counter party country, transaction on Sunday",-0.01483521125541265
3114443,2019-08-11 00:04:38,200.5,365,183170,DE,PT,credit,0,6,8,"unusual time of day (0:00), rare counter party country, transaction on Sunday",-0.01483521125541265
8529885,2019-10-28 03:09:53,52.0,365,287055,DE,US,credit,3,0,10,"rare counter party country, transaction at unusual hour (3:00), transaction on Monday",-0.014812544612289091
9881061,2019-11-18 13:58:43,1003.5,365,164960,DE,CH,credit,13,0,11,"unusual amount ($1,004), transaction on Monday, rare counter party country",-0.014753153174786648
9881063,2019-11-18 13:58:43,1003.5,365,164960,DE,CH,credit,13,0,11,"unusual amount ($1,004), transaction on Monday, rare counter party country",-0.014753153174786648
13083659,2020-01-05 08:48:56,193.0,365,248931,DE,RU,credit,8,6,1,"rare counter party country, unusual activity in month 1, transaction on Sunday",-0.014739633158623366
